 ,mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 10Cycle No 1Group Depth300m.wav,Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 10Cycle No 1Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 10Cycle No 1Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 1Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1551.wav,58750
Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 4Cycle No 7Group Depth1300m.wav,Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 4Cycle No 7Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth500m_Data 2 Target2No 4Cycle No 7Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 7Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1874.wav,58750
Data 1 Target1No 10Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 7Group Depth700m.wav,Data 1 Target1No 10Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 7Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth600m_Data 2 Target2No 8Cycle No 7Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 7Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1662.wav,58750
Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 4Cycle No 1Group Depth200m.wav,Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 4Cycle No 1Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 4Cycle No 1Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 1Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2135.wav,58750
Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 8Cycle No 9Group Depth200m.wav,Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 8Cycle No 9Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth700m_Data 2 Target2No 8Cycle No 9Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 9Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1533.wav,58750
Data 1 Target1No 10Cycle No 12Group Depth800m_Data 2 Target2No 3Cycle No 7Group Depth1200m.wav,Data 1 Target1No 10Cycle No 12Group Depth800m_Data 2 Target2No 3Cycle No 7Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 12Group Depth800m_Data 2 Target2No 3Cycle No 7Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 12Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 7Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1335.wav,58750
Data 1 Target1No 10Cycle No 13Group Depth1000m_Data 2 Target2No 5Cycle No 9Group Depth300m.wav,Data 1 Target1No 10Cycle No 13Group Depth1000m_Data 2 Target2No 5Cycle No 9Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth1000m_Data 2 Target2No 5Cycle No 9Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 9Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1688.wav,58749
Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 1Cycle No 13Group Depth300m.wav,Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 1Cycle No 13Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 1Cycle No 13Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 13Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise770.wav,58750
Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 7Cycle No 13Group Depth1400m.wav,Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 7Cycle No 13Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth1300m_Data 2 Target2No 7Cycle No 13Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 13Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1588.wav,58750
Data 1 Target1No 10Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 15Group Depth1300m.wav,Data 1 Target1No 10Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 15Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth1400m_Data 2 Target2No 8Cycle No 15Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 15Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2374.wav,58750
Data 1 Target1No 10Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 10Group Depth1100m.wav,Data 1 Target1No 10Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 10Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth200m_Data 2 Target2No 9Cycle No 10Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 10Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1966.wav,58748
Data 1 Target1No 10Cycle No 13Group Depth800m_Data 2 Target2No 4Cycle No 1Group Depth300m.wav,Data 1 Target1No 10Cycle No 13Group Depth800m_Data 2 Target2No 4Cycle No 1Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 13Group Depth800m_Data 2 Target2No 4Cycle No 1Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 13Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 1Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2429.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 5Group Depth1200m.wav,Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 5Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 5Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 5Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise715.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 9Group Depth200m.wav,Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 9Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 3Cycle No 9Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 9Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1284.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 7Cycle No 14Group Depth800m.wav,Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 7Cycle No 14Group Depth800m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth100m_Data 2 Target2No 7Cycle No 14Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 14Group Depth800m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2262.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 14Group Depth700m.wav,Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 14Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 14Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 14Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2108.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 3Cycle No 4Group Depth1000m.wav,Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 3Cycle No 4Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth1200m_Data 2 Target2No 3Cycle No 4Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 4Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise874.wav,58749
Data 1 Target1No 10Cycle No 14Group Depth1300m_Data 2 Target2No 6Cycle No 8Group Depth300m.wav,Data 1 Target1No 10Cycle No 14Group Depth1300m_Data 2 Target2No 6Cycle No 8Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth1300m_Data 2 Target2No 6Cycle No 8Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 8Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise629.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth1400m_Data 2 Target2No 5Cycle No 2Group Depth1500m.wav,Data 1 Target1No 10Cycle No 14Group Depth1400m_Data 2 Target2No 5Cycle No 2Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth1400m_Data 2 Target2No 5Cycle No 2Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 2Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise922.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth300m_Data 2 Target2No 1Cycle No 21Group Depth1200m.wav,Data 1 Target1No 10Cycle No 14Group Depth300m_Data 2 Target2No 1Cycle No 21Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth300m_Data 2 Target2No 1Cycle No 21Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 21Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1883.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth400m_Data 2 Target2No 2Cycle No 18Group Depth200m.wav,Data 1 Target1No 10Cycle No 14Group Depth400m_Data 2 Target2No 2Cycle No 18Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth400m_Data 2 Target2No 2Cycle No 18Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 18Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2398.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth600m_Data 2 Target2No 6Cycle No 12Group Depth300m.wav,Data 1 Target1No 10Cycle No 14Group Depth600m_Data 2 Target2No 6Cycle No 12Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth600m_Data 2 Target2No 6Cycle No 12Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 12Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1757.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth700m_Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,Data 1 Target1No 10Cycle No 14Group Depth700m_Data 2 Target2No 7Cycle No 6Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth700m_Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 6Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise727.wav,58749
Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 10Cycle No 3Group Depth1500m.wav,Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 10Cycle No 3Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 10Cycle No 3Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 3Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise593.wav,58750
Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth1300m.wav,Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 14Group Depth900m_Data 2 Target2No 6Cycle No 6Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 14Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 6Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise881.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth1000m_Data 2 Target2No 1Cycle No 14Group Depth300m.wav,Data 1 Target1No 10Cycle No 15Group Depth1000m_Data 2 Target2No 1Cycle No 14Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth1000m_Data 2 Target2No 1Cycle No 14Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 14Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise737.wav,58749
Data 1 Target1No 10Cycle No 15Group Depth100m_Data 2 Target2No 2Cycle No 21Group Depth900m.wav,Data 1 Target1No 10Cycle No 15Group Depth100m_Data 2 Target2No 2Cycle No 21Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth100m_Data 2 Target2No 2Cycle No 21Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 21Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise816.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth1400m_Data 2 Target2No 3Cycle No 21Group Depth500m.wav,Data 1 Target1No 10Cycle No 15Group Depth1400m_Data 2 Target2No 3Cycle No 21Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth1400m_Data 2 Target2No 3Cycle No 21Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 21Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1883.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth1500m_Data 2 Target2No 6Cycle No 7Group Depth700m.wav,Data 1 Target1No 10Cycle No 15Group Depth1500m_Data 2 Target2No 6Cycle No 7Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth1500m_Data 2 Target2No 6Cycle No 7Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 7Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise197.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth200m_Data 2 Target2No 4Cycle No 4Group Depth1500m.wav,Data 1 Target1No 10Cycle No 15Group Depth200m_Data 2 Target2No 4Cycle No 4Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth200m_Data 2 Target2No 4Cycle No 4Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 4Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1427.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 1Cycle No 2Group Depth300m.wav,Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 1Cycle No 2Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 1Cycle No 2Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 2Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise824.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 2Cycle No 16Group Depth400m.wav,Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 2Cycle No 16Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth400m_Data 2 Target2No 2Cycle No 16Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 16Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise612.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth500m_Data 2 Target2No 6Cycle No 5Group Depth1400m.wav,Data 1 Target1No 10Cycle No 15Group Depth500m_Data 2 Target2No 6Cycle No 5Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth500m_Data 2 Target2No 6Cycle No 5Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 5Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise829.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 7Cycle No 2Group Depth1500m.wav,Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 7Cycle No 2Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 7Cycle No 2Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 2Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise839.wav,58750
Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 9Cycle No 13Group Depth300m.wav,Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 9Cycle No 13Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 15Group Depth900m_Data 2 Target2No 9Cycle No 13Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 15Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 13Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1320.wav,58749
Data 1 Target1No 10Cycle No 16Group Depth1100m_Data 2 Target2No 8Cycle No 4Group Depth900m.wav,Data 1 Target1No 10Cycle No 16Group Depth1100m_Data 2 Target2No 8Cycle No 4Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth1100m_Data 2 Target2No 8Cycle No 4Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 4Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2142.wav,58749
Data 1 Target1No 10Cycle No 16Group Depth1400m_Data 2 Target2No 6Cycle No 14Group Depth1500m.wav,Data 1 Target1No 10Cycle No 16Group Depth1400m_Data 2 Target2No 6Cycle No 14Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth1400m_Data 2 Target2No 6Cycle No 14Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 14Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1508.wav,58750
Data 1 Target1No 10Cycle No 16Group Depth1500m_Data 2 Target2No 8Cycle No 4Group Depth1200m.wav,Data 1 Target1No 10Cycle No 16Group Depth1500m_Data 2 Target2No 8Cycle No 4Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth1500m_Data 2 Target2No 8Cycle No 4Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 4Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise223.wav,58750
Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 18Group Depth1500m.wav,Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 18Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 18Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 18Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2170.wav,58750
Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 21Group Depth200m.wav,Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 21Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth600m_Data 2 Target2No 1Cycle No 21Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 21Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise718.wav,58750
Data 1 Target1No 10Cycle No 16Group Depth700m_Data 2 Target2No 1Cycle No 16Group Depth900m.wav,Data 1 Target1No 10Cycle No 16Group Depth700m_Data 2 Target2No 1Cycle No 16Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 10Cycle No 16Group Depth700m_Data 2 Target2No 1Cycle No 16Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 10Cycle No 16Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 16Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1605.wav,58750
